Product_id,date,opening_stock,Units Sold,clossing_stock,restock_quantity,store_id
P0020,18-11-23,120,47,73,50,S005
P0001,19-11-23,199,126,73,0,S001
P0002,19-11-23,151,72,79,87,S001
P0003,19-11-23,318,97,221,0,S001
P0004,19-11-23,219,160,59,497,S001
P0005,19-11-23,1144,182,962,0,S001
P0006,19-11-23,488,68,420,0,S001
P0007,19-11-23,375,170,205,0,S001
P0008,19-11-23,63,63,0,80,S001
P0009,19-11-23,112,53,59,50,S001
P0010,19-11-23,355,119,236,522,S001
P0011,19-11-23,311,65,246,0,S001
P0012,19-11-23,308,183,125,450,S001
P0013,19-11-23,113,37,76,0,S001
P0014,19-11-23,279,124,155,0,S001
P0015,19-11-23,99,99,0,187,S001
P0016,19-11-23,40,40,0,0,S001
P0017,19-11-23,75,75,0,85,S001
P0018,19-11-23,134,116,18,96,S001
P0019,19-11-23,96,48,48,74,S001
P0020,19-11-23,625,83,542,0,S001
P0001,19-11-23,386,147,239,348,S002
P0002,19-11-23,248,29,219,0,S002
P0003,19-11-23,621,153,468,0,S002
P0004,19-11-23,387,73,314,0,S002
P0005,19-11-23,594,137,457,653,S002
P0006,19-11-23,82,82,0,120,S002
P0007,19-11-23,241,83,158,0,S002
P0008,19-11-23,151,74,77,0,S002
P0009,19-11-23,329,117,212,0,S002
P0010,19-11-23,81,81,0,94,S002
P0011,19-11-23,0,0,0,0,S002
P0012,19-11-23,632,92,540,0,S002
P0013,19-11-23,706,82,624,0,S002
P0014,19-11-23,311,80,231,0,S002
P0015,19-11-23,450,58,392,0,S002
P0016,19-11-23,240,105,135,281,S002
P0017,19-11-23,353,78,275,0,S002
P0018,19-11-23,151,78,73,121,S002
P0019,19-11-23,579,102,477,637,S002
P0020,19-11-23,158,14,144,0,S002
P0001,19-11-23,188,131,57,0,S003
P0002,19-11-23,1091,56,1035,0,S003
P0003,19-11-23,217,54,163,0,S003
P0004,19-11-23,78,78,0,0,S003
P0005,19-11-23,344,112,232,0,S003
P0006,19-11-23,212,118,94,0,S003
P0007,19-11-23,542,148,394,552,S003
P0008,19-11-23,204,79,125,231,S003
P0009,19-11-23,149,149,0,195,S003
P0010,19-11-23,199,188,11,175,S003
P0011,19-11-23,463,117,346,0,S003
P0012,19-11-23,0,0,0,0,S003
P0013,19-11-23,243,115,128,0,S003
P0014,19-11-23,181,76,105,0,S003
P0015,19-11-23,438,86,352,0,S003
P0016,19-11-23,48,48,0,287,S003
P0017,19-11-23,379,74,305,0,S003
P0018,19-11-23,519,86,433,0,S003
P0019,19-11-23,202,66,136,0,S003
P0020,19-11-23,693,50,643,0,S003
P0001,19-11-23,486,150,336,0,S004
P0002,19-11-23,447,147,300,0,S004
P0003,19-11-23,318,109,209,389,S004
P0004,19-11-23,334,179,155,0,S004
P0005,19-11-23,150,102,48,110,S004
P0006,19-11-23,267,121,146,224,S004
P0007,19-11-23,81,81,0,0,S004
P0008,19-11-23,127,52,75,75,S004
P0009,19-11-23,171,64,107,0,S004
P0010,19-11-23,589,152,437,766,S004
P0011,19-11-23,719,92,627,0,S004
P0012,19-11-23,265,91,174,0,S004
P0013,19-11-23,335,89,246,0,S004
P0014,19-11-23,219,46,173,0,S004
P0015,19-11-23,182,74,108,0,S004
P0016,19-11-23,378,101,277,0,S004
P0017,19-11-23,151,82,69,104,S004
P0018,19-11-23,106,84,22,62,S004
P0019,19-11-23,157,94,63,94,S004
P0020,19-11-23,178,80,98,144,S004
P0001,19-11-23,10,10,0,0,S005
P0002,19-11-23,464,154,310,356,S005
P0003,19-11-23,126,54,72,75,S005
P0004,19-11-23,184,184,0,230,S005
P0005,19-11-23,244,146,98,354,S005
P0006,19-11-23,226,83,143,0,S005
P0007,19-11-23,382,152,230,323,S005
P0008,19-11-23,136,65,71,111,S005
P0009,19-11-23,250,89,161,0,S005
P0010,19-11-23,320,211,109,922,S005
P0011,19-11-23,226,97,129,0,S005
P0012,19-11-23,360,80,280,0,S005
P0013,19-11-23,437,40,397,0,S005
P0014,19-11-23,168,84,84,0,S005
P0015,19-11-23,455,95,360,0,S005
P0016,19-11-23,310,114,196,0,S005
P0017,19-11-23,156,59,97,73,S005
P0018,19-11-23,71,71,0,177,S005
P0019,19-11-23,205,65,140,183,S005
P0020,19-11-23,123,43,80,0,S005
P0001,20-11-23,314,122,192,303,S001
P0002,20-11-23,166,17,149,0,S001
P0003,20-11-23,221,139,82,0,S001
P0004,20-11-23,59,59,0,0,S001
P0005,20-11-23,962,165,797,0,S001
P0006,20-11-23,420,97,323,0,S001
P0007,20-11-23,1020,80,940,0,S001
P0008,20-11-23,80,63,17,72,S001
P0009,20-11-23,109,109,0,129,S001
P0010,20-11-23,236,76,160,0,S001
P0011,20-11-23,246,37,209,0,S001
P0012,20-11-23,125,125,0,0,S001
P0013,20-11-23,76,74,2,97,S001
P0014,20-11-23,155,129,26,0,S001
P0015,20-11-23,187,44,143,0,S001
P0016,20-11-23,620,62,558,0,S001
P0017,20-11-23,85,52,33,61,S001
P0018,20-11-23,114,79,35,121,S001
P0019,20-11-23,122,57,65,92,S001
P0020,20-11-23,542,36,506,0,S001
P0001,20-11-23,239,185,54,430,S002
P0002,20-11-23,219,85,134,162,S002
P0003,20-11-23,468,98,370,0,S002
P0004,20-11-23,314,109,205,233,S002
P0005,20-11-23,457,89,368,0,S002
P0006,20-11-23,120,104,16,155,S002
P0007,20-11-23,158,75,83,0,S002
P0008,20-11-23,77,18,59,0,S002
P0009,20-11-23,518,100,418,0,S002
P0010,20-11-23,94,94,0,172,S002
P0011,20-11-23,381,58,323,0,S002
P0012,20-11-23,540,36,504,0,S002
P0013,20-11-23,624,77,547,0,S002
P0014,20-11-23,231,57,174,0,S002
P0015,20-11-23,392,67,325,0,S002
P0016,20-11-23,135,133,2,0,S002
P0017,20-11-23,275,67,208,308,S002
P0018,20-11-23,194,65,129,0,S002
P0019,20-11-23,477,107,370,0,S002
P0020,20-11-23,144,79,65,0,S002
P0001,20-11-23,277,117,160,280,S003
P0002,20-11-23,1035,159,876,0,S003
P0003,20-11-23,163,64,99,0,S003
P0004,20-11-23,462,94,368,0,S003
P0005,20-11-23,232,86,146,0,S003
P0006,20-11-23,94,49,45,50,S003
P0007,20-11-23,394,65,329,0,S003
P0008,20-11-23,125,99,26,0,S003
P0009,20-11-23,195,132,63,0,S003
P0010,20-11-23,186,65,121,0,S003
P0011,20-11-23,346,119,227,0,S003
P0012,20-11-23,335,81,254,0,S003
P0013,20-11-23,1040,89,951,0,S003
P0014,20-11-23,449,117,332,0,S003
P0015,20-11-23,352,236,116,0,S003
P0016,20-11-23,227,175,52,0,S003
P0017,20-11-23,305,72,233,277,S003
P0018,20-11-23,433,62,371,385,S003
P0019,20-11-23,136,65,71,91,S003
P0020,20-11-23,643,75,568,0,S003
P0001,20-11-23,336,61,275,0,S004
P0002,20-11-23,300,111,189,0,S004
P0003,20-11-23,209,53,156,0,S004
P0004,20-11-23,155,111,44,0,S004
P0005,20-11-23,158,158,0,203,S004
P0006,20-11-23,146,109,37,0,S004
P0007,20-11-23,645,71,574,0,S004
P0008,20-11-23,150,29,121,0,S004
P0009,20-11-23,345,39,306,0,S004
P0010,20-11-23,437,152,285,0,S004
P0011,20-11-23,627,88,539,0,S004
P0012,20-11-23,174,67,107,0,S004
P0013,20-11-23,246,25,221,0,S004
P0014,20-11-23,173,48,125,0,S004
P0015,20-11-23,108,108,0,0,S004
P0016,20-11-23,277,88,189,233,S004
P0017,20-11-23,173,134,39,107,S004
P0018,20-11-23,84,84,0,121,S004
P0019,20-11-23,157,57,100,85,S004
P0020,20-11-23,98,29,69,0,S004
P0001,20-11-23,322,95,227,266,S005
P0002,20-11-23,310,68,242,0,S005
P0003,20-11-23,147,84,63,102,S005
P0004,20-11-23,230,44,186,0,S005
P0005,20-11-23,98,98,0,0,S005
P0006,20-11-23,731,176,555,542,S005
P0007,20-11-23,230,127,103,0,S005
P0008,20-11-23,182,54,128,0,S005
P0009,20-11-23,161,110,51,0,S005
P0010,20-11-23,109,62,47,0,S005
P0011,20-11-23,129,78,51,0,S005
P0012,20-11-23,280,82,198,0,S005
P0013,20-11-23,397,60,337,0,S005
P0014,20-11-23,355,48,307,0,S005
P0015,20-11-23,360,146,214,0,S005
P0016,20-11-23,196,60,136,0,S005
P0017,20-11-23,170,76,94,106,S005
P0018,20-11-23,177,120,57,129,S005
P0019,20-11-23,140,87,53,0,S005
P0020,20-11-23,80,72,8,69,S005
P0001,21-11-23,192,65,127,0,S001
P0002,21-11-23,149,132,17,187,S001
P0003,21-11-23,82,82,0,0,S001
P0004,21-11-23,497,68,429,0,S001
P0005,21-11-23,797,120,677,0,S001
P0006,21-11-23,323,86,237,401,S001
P0007,21-11-23,940,103,837,0,S001
P0008,21-11-23,89,43,46,61,S001
P0009,21-11-23,129,102,27,90,S001
P0010,21-11-23,160,56,104,0,S001
P0011,21-11-23,209,89,120,157,S001
P0012,21-11-23,450,78,372,0,S001
P0013,21-11-23,99,45,54,58,S001
P0014,21-11-23,390,80,310,0,S001
P0015,21-11-23,143,143,0,149,S001
P0016,21-11-23,558,167,391,744,S001
P0017,21-11-23,94,93,1,128,S001
P0018,21-11-23,156,102,54,112,S001
P0019,21-11-23,157,52,105,0,S001
P0020,21-11-23,506,44,462,0,S001
P0001,21-11-23,54,54,0,0,S002
P0002,21-11-23,134,83,51,0,S002
P0003,21-11-23,370,143,227,310,S002
P0004,21-11-23,205,100,105,352,S002
P0005,21-11-23,368,54,314,0,S002
P0006,21-11-23,171,95,76,0,S002
P0007,21-11-23,496,71,425,0,S002
P0008,21-11-23,59,44,15,50,S002
P0009,21-11-23,418,163,255,0,S002
P0010,21-11-23,172,118,54,0,S002
P0011,21-11-23,1073,121,952,0,S002
P0012,21-11-23,504,64,440,0,S002
P0013,21-11-23,547,76,471,0,S002
P0014,21-11-23,174,25,149,0,S002
P0015,21-11-23,325,116,209,434,S002
P0016,21-11-23,283,150,133,298,S002
P0017,21-11-23,208,115,93,0,S002
P0018,21-11-23,129,89,40,118,S002
P0019,21-11-23,370,82,288,0,S002
P0020,21-11-23,397,59,338,0,S002
P0001,21-11-23,160,118,42,0,S003
P0002,21-11-23,876,47,829,0,S003
P0003,21-11-23,99,92,7,110,S003
P0004,21-11-23,368,118,250,382,S003
P0005,21-11-23,146,66,80,0,S003
P0006,21-11-23,95,88,7,145,S003
P0007,21-11-23,329,230,99,713,S003
P0008,21-11-23,257,96,161,0,S003
P0009,21-11-23,63,63,0,87,S003
P0010,21-11-23,121,85,36,113,S003
P0011,21-11-23,227,61,166,146,S003
P0012,21-11-23,254,62,192,177,S003
P0013,21-11-23,951,150,801,0,S003
P0014,21-11-23,332,80,252,263,S003
P0015,21-11-23,116,116,0,0,S003
P0016,21-11-23,339,112,227,0,S003
P0017,21-11-23,233,69,164,0,S003
P0018,21-11-23,371,48,323,0,S003
P0019,21-11-23,162,147,15,150,S003
P0020,21-11-23,568,56,512,0,S003
P0001,21-11-23,275,89,186,0,S004
P0002,21-11-23,189,72,117,0,S004
P0003,21-11-23,156,68,88,0,S004
P0004,21-11-23,347,51,296,0,S004
P0005,21-11-23,203,36,167,0,S004
P0006,21-11-23,261,72,189,244,S004
P0007,21-11-23,574,155,419,751,S004
P0008,21-11-23,121,73,48,75,S004
P0009,21-11-23,306,93,213,420,S004
P0010,21-11-23,285,60,225,0,S004
P0011,21-11-23,539,86,453,0,S004
P0012,21-11-23,107,54,53,94,S004
P0013,21-11-23,610,76,534,0,S004
P0014,21-11-23,125,101,24,229,S004
P0015,21-11-23,275,72,203,281,S004
P0016,21-11-23,189,40,149,0,S004
P0017,21-11-23,146,69,77,115,S004
P0018,21-11-23,121,57,64,56,S004
P0019,21-11-23,185,183,2,181,S004
P0020,21-11-23,213,70,143,0,S004
P0001,21-11-23,227,78,149,0,S005
P0002,21-11-23,242,112,130,0,S005
P0003,21-11-23,165,63,102,0,S005
P0004,21-11-23,186,186,0,156,S005
P0005,21-11-23,354,96,258,308,S005
P0006,21-11-23,555,76,479,0,S005
P0007,21-11-23,426,62,364,0,S005
P0008,21-11-23,128,98,30,91,S005
P0009,21-11-23,512,99,413,0,S005
P0010,21-11-23,47,47,0,0,S005
P0011,21-11-23,737,134,603,0,S005
P0012,21-11-23,198,161,37,0,S005
P0013,21-11-23,337,81,256,304,S005
P0014,21-11-23,307,80,227,294,S005
P0015,21-11-23,214,206,8,362,S005
P0016,21-11-23,471,100,371,437,S005
P0017,21-11-23,200,99,101,0,S005
P0018,21-11-23,186,107,79,149,S005
P0019,21-11-23,236,96,140,165,S005
P0020,21-11-23,77,52,25,91,S005
P0001,22-11-23,430,106,324,0,S001
P0002,22-11-23,204,133,71,0,S001
P0003,22-11-23,656,149,507,0,S001
P0004,22-11-23,429,98,331,0,S001
P0005,22-11-23,677,147,530,736,S001
P0006,22-11-23,237,190,47,0,S001
P0007,22-11-23,837,82,755,0,S001
P0008,22-11-23,107,61,46,78,S001
P0009,22-11-23,117,117,0,160,S001
P0010,22-11-23,104,104,0,0,S001
P0011,22-11-23,120,45,75,0,S001
P0012,22-11-23,372,59,313,0,S001
P0013,22-11-23,112,96,16,112,S001
P0014,22-11-23,310,71,239,0,S001
P0015,22-11-23,149,47,102,0,S001
P0016,22-11-23,391,91,300,0,S001
P0017,22-11-23,129,55,74,0,S001
P0018,22-11-23,166,166,0,208,S001
P0019,22-11-23,105,105,0,153,S001
P0020,22-11-23,462,72,390,0,S001
P0001,22-11-23,348,124,224,0,S002
P0002,22-11-23,213,95,118,173,S002
P0003,22-11-23,227,77,150,0,S002
P0004,22-11-23,105,105,0,0,S002
P0005,22-11-23,314,132,182,0,S002
P0006,22-11-23,76,76,0,119,S002
P0007,22-11-23,425,62,363,0,S002
P0008,22-11-23,65,47,18,60,S002
P0009,22-11-23,255,83,172,171,S002
P0010,22-11-23,54,54,0,166,S002
P0011,22-11-23,952,99,853,0,S002
P0012,22-11-23,1278,110,1168,0,S002
P0013,22-11-23,471,58,413,0,S002
P0014,22-11-23,565,24,541,0,S002
P0015,22-11-23,209,105,104,0,S002
P0016,22-11-23,133,102,31,0,S002
P0017,22-11-23,93,93,0,413,S002
P0018,22-11-23,158,58,100,0,S002
P0019,22-11-23,288,102,186,0,S002
P0020,22-11-23,338,32,306,0,S002
P0001,22-11-23,322,34,288,0,S003
P0002,22-11-23,829,143,686,0,S003
P0003,22-11-23,117,117,0,148,S003
P0004,22-11-23,250,118,132,0,S003
P0005,22-11-23,614,55,559,0,S003
P0006,22-11-23,152,114,38,162,S003
P0007,22-11-23,99,99,0,0,S003
P0008,22-11-23,161,79,82,175,S003
P0009,22-11-23,87,87,0,115,S003
P0010,22-11-23,149,149,0,185,S003
P0011,22-11-23,166,101,65,324,S003
P0012,22-11-23,192,96,96,0,S003
P0013,22-11-23,801,68,733,0,S003
P0014,22-11-23,252,91,161,0,S003
P0015,22-11-23,546,191,355,789,S003
P0016,22-11-23,227,90,137,224,S003
P0017,22-11-23,164,132,32,566,S003
P0018,22-11-23,323,127,196,0,S003
P0019,22-11-23,165,135,30,165,S003
P0020,22-11-23,512,100,412,0,S003
P0001,22-11-23,714,53,661,0,S004
P0002,22-11-23,117,105,12,293,S004
P0003,22-11-23,477,63,414,0,S004
P0004,22-11-23,296,164,132,510,S004
P0005,22-11-23,167,86,81,0,S004
P0006,22-11-23,189,70,119,0,S004
P0007,22-11-23,419,138,281,0,S004
P0008,22-11-23,123,71,52,132,S004
P0009,22-11-23,213,93,120,0,S004
P0010,22-11-23,225,59,166,0,S004
P0011,22-11-23,453,48,405,0,S004
P0012,22-11-23,147,144,3,193,S004
P0013,22-11-23,534,66,468,0,S004
P0014,22-11-23,24,24,0,0,S004
P0015,22-11-23,203,123,80,374,S004
P0016,22-11-23,149,94,55,0,S004
P0017,22-11-23,192,163,29,170,S004
P0018,22-11-23,120,71,49,88,S004
P0019,22-11-23,183,135,48,123,S004
P0020,22-11-23,143,54,89,0,S004
P0001,22-11-23,415,82,333,0,S005
P0002,22-11-23,486,147,339,0,S005
P0003,22-11-23,102,59,43,60,S005
P0004,22-11-23,156,77,79,0,S005
P0005,22-11-23,258,64,194,0,S005
P0006,22-11-23,479,112,367,0,S005
P0007,22-11-23,364,129,235,372,S005
P0008,22-11-23,121,51,70,0,S005
P0009,22-11-23,413,125,288,0,S005
P0010,22-11-23,922,233,689,0,S005
P0011,22-11-23,603,78,525,0,S005
P0012,22-11-23,629,103,526,539,S005
P0013,22-11-23,256,63,193,0,S005
P0014,22-11-23,227,59,168,0,S005
P0015,22-11-23,8,8,0,363,S005
P0016,22-11-23,371,86,285,0,S005
P0017,22-11-23,101,92,9,163,S005
P0018,22-11-23,228,185,43,0,S005
P0019,22-11-23,140,87,53,0,S005
P0020,22-11-23,116,61,55,77,S005
P0001,23-11-23,324,80,244,0,S001
P0002,23-11-23,71,46,25,54,S001
P0003,23-11-23,507,139,368,524,S001
P0004,23-11-23,331,80,251,0,S001
P0005,23-11-23,530,117,413,0,S001
P0006,23-11-23,47,47,0,0,S001
P0007,23-11-23,755,168,587,0,S001
P0008,23-11-23,124,92,32,75,S001
P0009,23-11-23,160,102,58,126,S001
P0010,23-11-23,522,124,398,0,S001
P0011,23-11-23,232,42,190,0,S001
P0012,23-11-23,313,107,206,308,S001
P0013,23-11-23,128,120,8,116,S001
P0014,23-11-23,239,88,151,454,S001
P0015,23-11-23,102,102,0,143,S001
P0016,23-11-23,300,113,187,0,S001
P0017,23-11-23,74,74,0,80,S001
P0018,23-11-23,208,88,120,0,S001
P0019,23-11-23,153,45,108,0,S001
P0020,23-11-23,390,24,366,0,S001
P0001,23-11-23,654,137,517,0,S002
P0002,23-11-23,118,100,18,0,S002
P0003,23-11-23,150,115,35,0,S002
P0004,23-11-23,233,107,126,0,S002
P0005,23-11-23,835,100,735,0,S002
P0006,23-11-23,119,73,46,0,S002
P0007,23-11-23,363,155,208,426,S002
P0008,23-11-23,78,78,0,103,S002
P0009,23-11-23,172,72,100,0,S002
P0010,23-11-23,166,146,20,161,S002
P0011,23-11-23,853,140,713,0,S002
P0012,23-11-23,1168,167,1001,0,S002
P0013,23-11-23,413,90,323,406,S002
P0014,23-11-23,541,59,482,0,S002
P0015,23-11-23,104,104,0,506,S002
P0016,23-11-23,329,78,251,0,S002
P0017,23-11-23,308,92,216,0,S002
P0018,23-11-23,100,90,10,97,S002
P0019,23-11-23,823,59,764,0,S002
P0020,23-11-23,306,45,261,0,S002
P0001,23-11-23,288,53,235,0,S003
P0002,23-11-23,686,88,598,0,S003
P0003,23-11-23,148,74,74,105,S003
P0004,23-11-23,132,110,22,0,S003
P0005,23-11-23,559,103,456,575,S003
P0006,23-11-23,200,58,142,0,S003
P0007,23-11-23,552,122,430,0,S003
P0008,23-11-23,82,72,10,184,S003
P0009,23-11-23,115,94,21,158,S003
P0010,23-11-23,185,74,111,0,S003
P0011,23-11-23,211,82,129,0,S003
P0012,23-11-23,273,115,158,376,S003
P0013,23-11-23,733,119,614,0,S003
P0014,23-11-23,161,92,69,374,S003
P0015,23-11-23,355,131,224,0,S003
P0016,23-11-23,137,137,0,0,S003
P0017,23-11-23,32,32,0,0,S003
P0018,23-11-23,196,81,115,0,S003
P0019,23-11-23,195,102,93,0,S003
P0020,23-11-23,412,38,374,0,S003
P0001,23-11-23,661,77,584,0,S004
P0002,23-11-23,12,12,0,0,S004
P0003,23-11-23,414,113,301,415,S004
P0004,23-11-23,132,132,0,609,S004
P0005,23-11-23,81,81,0,184,S004
P0006,23-11-23,363,131,232,0,S004
P0007,23-11-23,281,96,185,0,S004
P0008,23-11-23,184,80,104,0,S004
P0009,23-11-23,120,85,35,0,S004
P0010,23-11-23,932,163,769,0,S004
P0011,23-11-23,405,64,341,393,S004
P0012,23-11-23,196,196,0,206,S004
P0013,23-11-23,468,100,368,0,S004
P0014,23-11-23,229,60,169,0,S004
P0015,23-11-23,80,42,38,0,S004
P0016,23-11-23,288,90,198,0,S004
P0017,23-11-23,199,91,108,0,S004
P0018,23-11-23,137,108,29,99,S004
P0019,23-11-23,171,102,69,0,S004
P0020,23-11-23,89,16,73,0,S004
P0001,23-11-23,333,99,234,0,S005
P0002,23-11-23,339,50,289,0,S005
P0003,23-11-23,103,103,0,102,S005
P0004,23-11-23,79,79,0,114,S005
P0005,23-11-23,502,207,295,0,S005
P0006,23-11-23,367,139,228,0,S005
P0007,23-11-23,235,75,160,0,S005
P0008,23-11-23,70,70,0,107,S005
P0009,23-11-23,288,71,217,266,S005
P0010,23-11-23,689,115,574,0,S005
P0011,23-11-23,525,53,472,0,S005
P0012,23-11-23,526,113,413,0,S005
P0013,23-11-23,193,124,69,0,S005
P0014,23-11-23,168,61,107,0,S005
P0015,23-11-23,362,131,231,0,S005
P0016,23-11-23,285,98,187,0,S005
P0017,23-11-23,172,172,0,148,S005
P0018,23-11-23,43,43,0,172,S005
P0019,23-11-23,218,56,162,187,S005
P0020,23-11-23,132,96,36,94,S005
P0001,24-11-23,244,34,210,0,S001
P0002,24-11-23,79,58,21,79,S001
P0003,24-11-23,368,93,275,0,S001
P0004,24-11-23,251,66,185,0,S001
P0005,24-11-23,413,54,359,0,S001
P0006,24-11-23,401,66,335,0,S001
P0007,24-11-23,587,155,432,541,S001
P0008,24-11-23,107,107,0,183,S001
P0009,24-11-23,184,79,105,142,S001
P0010,24-11-23,398,77,321,407,S001
P0011,24-11-23,190,104,86,211,S001
P0012,24-11-23,206,104,102,0,S001
P0013,24-11-23,124,49,75,0,S001
P0014,24-11-23,151,132,19,0,S001
P0015,24-11-23,143,131,12,152,S001
P0016,24-11-23,931,115,816,0,S001
P0017,24-11-23,80,80,0,167,S001
P0018,24-11-23,120,117,3,114,S001
P0019,24-11-23,108,45,63,66,S001
P0020,24-11-23,366,47,319,0,S001
P0001,24-11-23,517,60,457,0,S002
P0002,24-11-23,191,45,146,109,S002
P0003,24-11-23,345,98,247,0,S002
P0004,24-11-23,478,119,359,468,S002
P0005,24-11-23,735,82,653,0,S002
P0006,24-11-23,46,46,0,81,S002
P0007,24-11-23,208,131,77,0,S002
P0008,24-11-23,103,93,10,78,S002
P0009,24-11-23,271,104,167,211,S002
P0010,24-11-23,181,79,102,0,S002
P0011,24-11-23,713,105,608,0,S002
P0012,24-11-23,1001,139,862,0,S002
P0013,24-11-23,323,46,277,0,S002
P0014,24-11-23,482,34,448,0,S002
P0015,24-11-23,0,0,0,0,S002
P0016,24-11-23,251,62,189,0,S002
P0017,24-11-23,216,159,57,0,S002
P0018,24-11-23,107,63,44,51,S002
P0019,24-11-23,764,82,682,0,S002
P0020,24-11-23,261,22,239,0,S002
P0001,24-11-23,235,151,84,231,S003
P0002,24-11-23,598,45,553,0,S003
P0003,24-11-23,179,124,55,95,S003
P0004,24-11-23,404,256,148,771,S003
P0005,24-11-23,456,97,359,0,S003
P0006,24-11-23,142,58,84,57,S003
P0007,24-11-23,430,86,344,0,S003
P0008,24-11-23,185,119,66,0,S003
P0009,24-11-23,179,64,115,0,S003
P0010,24-11-23,111,111,0,97,S003
P0011,24-11-23,453,100,353,0,S003
P0012,24-11-23,158,158,0,0,S003
P0013,24-11-23,614,74,540,0,S003
P0014,24-11-23,332,151,181,0,S003
P0015,24-11-23,224,65,159,0,S003
P0016,24-11-23,224,82,142,153,S003
P0017,24-11-23,277,66,211,0,S003
P0018,24-11-23,500,104,396,589,S003
P0019,24-11-23,93,85,8,80,S003
P0020,24-11-23,374,54,320,0,S003
P0001,24-11-23,584,55,529,0,S004
P0002,24-11-23,293,107,186,327,S004
P0003,24-11-23,301,63,238,0,S004
P0004,24-11-23,0,0,0,0,S004
P0005,24-11-23,184,147,37,129,S004
P0006,24-11-23,232,98,134,221,S004
P0007,24-11-23,185,185,0,0,S004
P0008,24-11-23,104,104,0,168,S004
P0009,24-11-23,455,73,382,0,S004
P0010,24-11-23,769,88,681,0,S004
P0011,24-11-23,341,122,219,0,S004
P0012,24-11-23,206,161,45,158,S004
P0013,24-11-23,368,76,292,0,S004
P0014,24-11-23,169,43,126,132,S004
P0015,24-11-23,319,32,287,0,S004
P0016,24-11-23,198,28,170,0,S004
P0017,24-11-23,108,71,37,100,S004
P0018,24-11-23,128,57,71,0,S004
P0019,24-11-23,69,69,0,137,S004
P0020,24-11-23,73,32,41,74,S004
P0001,24-11-23,234,84,150,237,S005
P0002,24-11-23,289,112,177,246,S005
P0003,24-11-23,102,90,12,94,S005
P0004,24-11-23,114,114,0,174,S005
P0005,24-11-23,295,114,181,342,S005
P0006,24-11-23,770,95,675,0,S005
P0007,24-11-23,532,81,451,0,S005
P0008,24-11-23,107,107,0,202,S005
P0009,24-11-23,217,161,56,0,S005
P0010,24-11-23,574,80,494,0,S005
P0011,24-11-23,472,87,385,497,S005
P0012,24-11-23,413,94,319,0,S005
P0013,24-11-23,373,51,322,0,S005
P0014,24-11-23,401,66,335,0,S005
P0015,24-11-23,594,100,494,0,S005
P0016,24-11-23,624,72,552,0,S005
P0017,24-11-23,148,130,18,148,S005
P0018,24-11-23,172,66,106,0,S005
P0019,24-11-23,162,75,87,0,S005
P0020,24-11-23,130,116,14,109,S005
P0001,25-11-23,210,116,94,196,S001
P0002,25-11-23,100,86,14,88,S001
P0003,25-11-23,275,96,179,0,S001
P0004,25-11-23,185,64,121,192,S001
P0005,25-11-23,359,193,166,0,S001
P0006,25-11-23,335,35,300,0,S001
P0007,25-11-23,432,81,351,0,S001
P0008,25-11-23,183,32,151,0,S001
P0009,25-11-23,247,127,120,147,S001
P0010,25-11-23,321,27,294,0,S001
P0011,25-11-23,86,62,24,0,S001
P0012,25-11-23,410,116,294,365,S001
P0013,25-11-23,75,29,46,50,S001
P0014,25-11-23,19,19,0,610,S001
P0015,25-11-23,164,60,104,0,S001
P0016,25-11-23,816,146,670,0,S001
P0017,25-11-23,167,93,74,0,S001
P0018,25-11-23,117,117,0,183,S001
P0019,25-11-23,129,20,109,0,S001
P0020,25-11-23,319,81,238,251,S001
P0001,25-11-23,457,50,407,0,S002
P0002,25-11-23,146,146,0,230,S002
P0003,25-11-23,247,102,145,424,S002
P0004,25-11-23,359,103,256,0,S002
P0005,25-11-23,653,37,616,0,S002
P0006,25-11-23,81,81,0,134,S002
P0007,25-11-23,77,77,0,0,S002
P0008,25-11-23,88,88,0,145,S002
P0009,25-11-23,167,143,24,407,S002
P0010,25-11-23,102,102,0,140,S002
P0011,25-11-23,608,47,561,0,S002
P0012,25-11-23,862,152,710,0,S002
P0013,25-11-23,277,160,117,0,S002
P0014,25-11-23,448,65,383,339,S002
P0015,25-11-23,434,86,348,0,S002
P0016,25-11-23,189,40,149,0,S002
P0017,25-11-23,470,24,446,0,S002
P0018,25-11-23,95,87,8,107,S002
P0019,25-11-23,682,79,603,0,S002
P0020,25-11-23,239,89,150,268,S002
P0001,25-11-23,84,84,0,0,S003
P0002,25-11-23,553,100,453,0,S003
P0003,25-11-23,150,92,58,103,S003
P0004,25-11-23,148,103,45,0,S003
P0005,25-11-23,359,99,260,0,S003
P0006,25-11-23,141,79,62,111,S003
P0007,25-11-23,1057,107,950,0,S003
P0008,25-11-23,250,89,161,246,S003
P0009,25-11-23,115,115,0,161,S003
P0010,25-11-23,97,97,0,131,S003
P0011,25-11-23,353,144,209,0,S003
P0012,25-11-23,376,123,253,0,S003
P0013,25-11-23,540,63,477,0,S003
P0014,25-11-23,181,96,85,0,S003
P0015,25-11-23,159,75,84,0,S003
P0016,25-11-23,142,99,43,233,S003
P0017,25-11-23,211,42,169,0,S003
P0018,25-11-23,396,90,306,0,S003
P0019,25-11-23,88,88,0,120,S003
P0020,25-11-23,320,57,263,340,S003
P0001,25-11-23,529,111,418,558,S004
P0002,25-11-23,186,78,108,0,S004
P0003,25-11-23,238,134,104,0,S004
