product_id,product_name,Category,sku,unit,reorder_level
P0005,Groceries,Groceries,,205,114
P0006,Clothing,Clothing,,232,38
P0007,Clothing,Clothing,,240,66
P0008,Clothing,Clothing,,102,191
P0009,Groceries,Groceries,,311,78
P0010,Furniture,Furniture,,60,107
P0011,Furniture,Furniture,,119,168
P0012,Electronics,Electronics,,151,79
P0013,Groceries,Groceries,,220,36
P0014,Clothing,Clothing,,1,170
P0015,Groceries,Groceries,,216,34
P0016,Electronics,Electronics,,48,29
P0017,Furniture,Furniture,,72,117
P0018,Furniture,Furniture,,175,123
P0019,Clothing,Clothing,,308,199
P0020,Electronics,Electronics,,33,87
P0001,Furniture,Furniture,,314,77
P0002,Toys,Toys,,125,66
P0003,Electronics,Electronics,,70,93
P0004,Clothing,Clothing,,29,31
P0005,Clothing,Clothing,,137,85
P0006,Toys,Toys,,43,100
P0007,Electronics,Electronics,,140,77
P0008,Electronics,Electronics,,5,69
P0009,Groceries,Groceries,,33,41
P0010,Electronics,Electronics,,8,127
P0011,Groceries,Groceries,,51,72
P0012,Furniture,Furniture,,221,44
P0013,Electronics,Electronics,,171,166
P0014,Furniture,Furniture,,98,76
P0015,Furniture,Furniture,,41,89
P0016,Groceries,Groceries,,27,30
P0017,Furniture,Furniture,,80,89
P0018,Toys,Toys,,143,150
P0019,Groceries,Groceries,,137,195
P0020,Toys,Toys,,350,102
P0001,Toys,Toys,,182,85
P0002,Toys,Toys,,60,35
P0003,Clothing,Clothing,,66,56
P0004,Clothing,Clothing,,84,86
P0005,Electronics,Electronics,,273,136
P0006,Groceries,Groceries,,386,112
P0007,Groceries,Groceries,,164,40
P0008,Clothing,Clothing,,127,98
P0009,Electronics,Electronics,,61,105
P0010,Groceries,Groceries,,23,78
P0011,Furniture,Furniture,,112,152
P0012,Toys,Toys,,57,72
P0013,Toys,Toys,,121,80
P0014,Electronics,Electronics,,32,77
P0015,Electronics,Electronics,,21,29
P0016,Groceries,Groceries,,185,129
P0017,Clothing,Clothing,,115,168
P0018,Toys,Toys,,7,189
P0019,Electronics,Electronics,,55,168
P0020,Furniture,Furniture,,44,54
P0001,Furniture,Furniture,,251,75
P0002,Groceries,Groceries,,171,68
P0003,Electronics,Electronics,,66,68
P0004,Furniture,Furniture,,156,93
P0005,Toys,Toys,,37,50
P0006,Electronics,Electronics,,93,109
P0007,Toys,Toys,,99,116
P0008,Toys,Toys,,138,87
P0009,Clothing,Clothing,,296,192
P0010,Toys,Toys,,43,71
P0011,Clothing,Clothing,,19,87
P0012,Groceries,Groceries,,93,126
P0013,Furniture,Furniture,,86,103
P0014,Electronics,Electronics,,53,131
P0015,Clothing,Clothing,,87,117
P0016,Groceries,Groceries,,54,159
P0017,Electronics,Electronics,,176,153
P0018,Furniture,Furniture,,90,183
P0019,Toys,Toys,,169,88
P0020,Toys,Toys,,54,180
P0001,Toys,Toys,,150,34
P0002,Clothing,Clothing,,58,65
P0003,Groceries,Groceries,,14,74
P0004,Clothing,Clothing,,255,197
P0005,Furniture,Furniture,,72,179
P0006,Toys,Toys,,2,58
P0007,Furniture,Furniture,,66,164
P0008,Groceries,Groceries,,360,66
P0009,Electronics,Electronics,,201,182
P0010,Clothing,Clothing,,216,143
P0011,Groceries,Groceries,,272,33
P0012,Electronics,Electronics,,137,74
P0013,Toys,Toys,,29,199
P0014,Clothing,Clothing,,82,100
P0015,Groceries,Groceries,,386,77
P0016,Groceries,Groceries,,139,67
P0017,Electronics,Electronics,,40,151
P0018,Clothing,Clothing,,41,89
P0019,Toys,Toys,,16,41
P0020,Electronics,Electronics,,438,21
P0001,Clothing,Clothing,,81,103
P0002,Electronics,Electronics,,10,93
P0003,Furniture,Furniture,,64,94
P0004,Toys,Toys,,39,42
P0005,Groceries,Groceries,,4,199
P0006,Groceries,Groceries,,22,80
P0007,Furniture,Furniture,,75,176
P0008,Clothing,Clothing,,203,116
P0009,Furniture,Furniture,,300,78
P0010,Furniture,Furniture,,4,164
P0011,Clothing,Clothing,,112,147
P0012,Groceries,Groceries,,203,46
P0013,Furniture,Furniture,,87,76
P0014,Clothing,Clothing,,104,44
P0015,Furniture,Furniture,,170,131
P0016,Furniture,Furniture,,90,116
P0017,Clothing,Clothing,,56,194
P0018,Groceries,Groceries,,218,155
P0019,Groceries,Groceries,,167,192
P0020,Groceries,Groceries,,23,32
P0001,Groceries,Groceries,,213,184
P0002,Toys,Toys,,36,44
P0003,Toys,Toys,,283,20
P0004,Clothing,Clothing,,74,35
P0005,Electronics,Electronics,,140,68
P0006,Furniture,Furniture,,406,39
P0007,Electronics,Electronics,,70,179
P0008,Groceries,Groceries,,115,111
P0009,Toys,Toys,,36,107
P0010,Clothing,Clothing,,96,92
P0011,Furniture,Furniture,,225,195
P0012,Electronics,Electronics,,58,164
P0013,Clothing,Clothing,,99,51
P0014,Furniture,Furniture,,275,73
P0015,Furniture,Furniture,,362,198
P0016,Electronics,Electronics,,16,21
P0017,Electronics,Electronics,,207,189
P0018,Electronics,Electronics,,94,199
P0019,Electronics,Electronics,,46,105
P0020,Furniture,Furniture,,30,148
P0001,Furniture,Furniture,,75,120
P0002,Toys,Toys,,108,176
P0003,Groceries,Groceries,,162,181
P0004,Electronics,Electronics,,32,24
P0005,Furniture,Furniture,,323,108
P0006,Toys,Toys,,174,63
P0007,Furniture,Furniture,,27,164
P0008,Toys,Toys,,184,21
P0009,Groceries,Groceries,,112,35
P0010,Furniture,Furniture,,17,132
P0011,Electronics,Electronics,,160,192
P0012,Clothing,Clothing,,8,34
P0013,Toys,Toys,,60,100
P0014,Clothing,Clothing,,30,148
P0015,Groceries,Groceries,,76,167
P0016,Groceries,Groceries,,382,50
P0017,Groceries,Groceries,,32,138
P0018,Groceries,Groceries,,439,71
P0019,Clothing,Clothing,,21,139
P0020,Clothing,Clothing,,219,57
P0001,Electronics,Electronics,,267,55
P0002,Furniture,Furniture,,195,112
P0003,Groceries,Groceries,,155,136
P0004,Groceries,Groceries,,61,91
P0005,Electronics,Electronics,,40,141
P0006,Groceries,Groceries,,71,82
P0007,Groceries,Groceries,,165,178
P0008,Furniture,Furniture,,132,150
P0009,Clothing,Clothing,,56,166
P0010,Toys,Toys,,89,194
P0011,Electronics,Electronics,,102,45
P0012,Clothing,Clothing,,142,188
P0013,Electronics,Electronics,,61,121
P0014,Clothing,Clothing,,89,72
P0015,Toys,Toys,,352,23
P0016,Groceries,Groceries,,23,186
P0017,Groceries,Groceries,,26,120
P0018,Groceries,Groceries,,50,99
P0019,Clothing,Clothing,,22,143
P0020,Clothing,Clothing,,60,95
P0001,Clothing,Clothing,,204,189
P0002,Furniture,Furniture,,120,42
P0003,Electronics,Electronics,,233,48
P0004,Clothing,Clothing,,80,133
P0005,Clothing,Clothing,,173,173
P0006,Toys,Toys,,0,129
P0007,Furniture,Furniture,,127,89
P0008,Toys,Toys,,81,127
P0009,Toys,Toys,,325,56
P0010,Furniture,Furniture,,463,99
P0011,Groceries,Groceries,,5,191
P0012,Electronics,Electronics,,25,142
P0013,Groceries,Groceries,,14,138
P0014,Clothing,Clothing,,307,155
P0015,Groceries,Groceries,,152,58
P0016,Furniture,Furniture,,137,67
P0017,Furniture,Furniture,,261,43
P0018,Groceries,Groceries,,166,138
P0019,Clothing,Clothing,,96,136
P0020,Groceries,Groceries,,199,158
P0001,Furniture,Furniture,,172,181
P0002,Furniture,Furniture,,74,99
P0003,Clothing,Clothing,,127,164
P0004,Electronics,Electronics,,86,166
P0005,Clothing,Clothing,,132,26
P0006,Clothing,Clothing,,98,69
P0007,Clothing,Clothing,,254,102
P0008,Electronics,Electronics,,244,156
P0009,Furniture,Furniture,,41,159
P0010,Clothing,Clothing,,421,105
P0011,Electronics,Electronics,,11,198
P0012,Clothing,Clothing,,260,156
P0013,Clothing,Clothing,,260,115
P0014,Electronics,Electronics,,298,125
P0015,Furniture,Furniture,,59,87
P0016,Groceries,Groceries,,199,59
P0017,Electronics,Electronics,,86,133
P0018,Groceries,Groceries,,13,200
P0019,Furniture,Furniture,,114,164
P0020,Toys,Toys,,40,140
P0001,Clothing,Clothing,,385,65
P0002,Furniture,Furniture,,276,66
P0003,Furniture,Furniture,,127,175
P0004,Clothing,Clothing,,71,196
P0005,Groceries,Groceries,,37,61
P0006,Electronics,Electronics,,44,64
P0007,Furniture,Furniture,,40,67
P0008,Toys,Toys,,241,22
P0009,Groceries,Groceries,,270,108
P0010,Toys,Toys,,56,179
P0011,Electronics,Electronics,,46,49
P0012,Clothing,Clothing,,47,68
P0013,Electronics,Electronics,,114,197
P0014,Furniture,Furniture,,170,51
P0015,Furniture,Furniture,,289,143
P0016,Electronics,Electronics,,205,170
P0017,Electronics,Electronics,,21,27
P0018,Electronics,Electronics,,227,77
P0019,Electronics,Electronics,,73,52
P0020,Furniture,Furniture,,128,63
P0001,Clothing,Clothing,,263,48
P0002,Toys,Toys,,46,186
P0003,Clothing,Clothing,,175,198
P0004,Clothing,Clothing,,352,37
P0005,Clothing,Clothing,,141,102
P0006,Furniture,Furniture,,184,196
P0007,Toys,Toys,,193,52
P0008,Electronics,Electronics,,123,92
P0009,Furniture,Furniture,,228,142
P0010,Toys,Toys,,184,73
P0011,Clothing,Clothing,,61,144
P0012,Furniture,Furniture,,146,181
P0013,Furniture,Furniture,,144,164
P0014,Groceries,Groceries,,80,167
P0015,Clothing,Clothing,,232,33
P0016,Groceries,Groceries,,152,184
P0017,Furniture,Furniture,,7,30
P0018,Toys,Toys,,173,194
P0019,Electronics,Electronics,,118,145
P0020,Electronics,Electronics,,14,47
P0001,Electronics,Electronics,,89,176
P0002,Groceries,Groceries,,268,152
P0003,Clothing,Clothing,,119,166
P0004,Electronics,Electronics,,107,140
P0005,Groceries,Groceries,,278,92
P0006,Toys,Toys,,15,103
P0007,Clothing,Clothing,,56,52
P0008,Clothing,Clothing,,115,189
P0009,Clothing,Clothing,,23,136
P0010,Groceries,Groceries,,142,186
P0011,Electronics,Electronics,,89,34
P0012,Groceries,Groceries,,19,87
P0013,Groceries,Groceries,,159,104
P0014,Electronics,Electronics,,34,133
P0015,Groceries,Groceries,,190,98
P0016,Furniture,Furniture,,311,136
P0017,Groceries,Groceries,,41,23
P0018,Clothing,Clothing,,358,148
P0019,Toys,Toys,,87,181
P0020,Furniture,Furniture,,72,76
P0001,Electronics,Electronics,,189,159
P0002,Electronics,Electronics,,5,131
P0003,Toys,Toys,,226,26
P0004,Furniture,Furniture,,13,186
P0005,Electronics,Electronics,,143,186
P0006,Toys,Toys,,43,64
P0007,Clothing,Clothing,,49,188
P0008,Electronics,Electronics,,63,36
P0009,Clothing,Clothing,,306,47
P0010,Clothing,Clothing,,33,84
P0011,Clothing,Clothing,,27,53
P0012,Furniture,Furniture,,78,83
P0013,Electronics,Electronics,,7,107
P0014,Clothing,Clothing,,341,132
P0015,Toys,Toys,,108,76
P0016,Groceries,Groceries,,131,84
P0017,Groceries,Groceries,,67,150
P0018,Clothing,Clothing,,298,161
P0019,Electronics,Electronics,,158,105
P0020,Electronics,Electronics,,38,184
P0001,Clothing,Clothing,,422,168
P0002,Toys,Toys,,124,49
P0003,Clothing,Clothing,,318,66
P0004,Clothing,Clothing,,51,51
P0005,Groceries,Groceries,,267,83
P0006,Electronics,Electronics,,5,62
P0007,Electronics,Electronics,,130,61
P0008,Electronics,Electronics,,358,153
P0009,Furniture,Furniture,,164,34
P0010,Electronics,Electronics,,17,146
P0011,Clothing,Clothing,,333,133
P0012,Groceries,Groceries,,349,197
P0013,Electronics,Electronics,,55,40
P0014,Clothing,Clothing,,35,131
P0015,Toys,Toys,,16,135
P0016,Toys,Toys,,71,113
P0017,Furniture,Furniture,,58,56
P0018,Groceries,Groceries,,66,135
P0019,Toys,Toys,,59,49
P0020,Toys,Toys,,367,188
P0001,Clothing,Clothing,,79,103
P0002,Groceries,Groceries,,49,26
P0003,Furniture,Furniture,,15,179
P0004,Clothing,Clothing,,26,184
P0005,Groceries,Groceries,,67,99
P0006,Clothing,Clothing,,132,168
P0007,Groceries,Groceries,,3,110
P0008,Groceries,Groceries,,105,98
P0009,Clothing,Clothing,,323,183
P0010,Electronics,Electronics,,276,195
P0011,Groceries,Groceries,,115,145
P0012,Groceries,Groceries,,226,95
P0013,Toys,Toys,,109,78
P0014,Toys,Toys,,90,60
P0015,Toys,Toys,,353,92
P0016,Electronics,Electronics,,80,67
P0017,Clothing,Clothing,,256,156
P0018,Groceries,Groceries,,18,105
P0019,Toys,Toys,,266,116
P0020,Furniture,Furniture,,31,88
P0001,Electronics,Electronics,,410,177
P0002,Electronics,Electronics,,42,52
P0003,Electronics,Electronics,,11,99
P0004,Toys,Toys,,354,86
P0005,Clothing,Clothing,,8,78
P0006,Electronics,Electronics,,6,36
P0007,Electronics,Electronics,,78,183
P0008,Groceries,Groceries,,32,22
P0009,Clothing,Clothing,,76,187
P0010,Electronics,Electronics,,154,91
P0011,Toys,Toys,,89,51
P0012,Clothing,Clothing,,171,155
P0013,Clothing,Clothing,,97,98
P0014,Toys,Toys,,12,58
P0015,Furniture,Furniture,,219,87
P0016,Electronics,Electronics,,268,121
P0017,Furniture,Furniture,,41,28
P0018,Groceries,Groceries,,33,62
P0019,Electronics,Electronics,,337,82
P0020,Electronics,Electronics,,97,63
P0001,Furniture,Furniture,,38,45
P0002,Electronics,Electronics,,44,86
P0003,Furniture,Furniture,,100,101
P0004,Furniture,Furniture,,65,98
P0005,Furniture,Furniture,,38,97
P0006,Furniture,Furniture,,79,100
P0007,Clothing,Clothing,,304,27
P0008,Clothing,Clothing,,37,164
P0009,Clothing,Clothing,,159,188
P0010,Clothing,Clothing,,120,165
P0011,Toys,Toys,,116,24
P0012,Furniture,Furniture,,301,185
P0013,Groceries,Groceries,,25,162
P0014,Toys,Toys,,75,121
P0015,Electronics,Electronics,,86,98
P0016,Electronics,Electronics,,25,44
P0017,Clothing,Clothing,,194,35
P0018,Clothing,Clothing,,127,61
P0019,Furniture,Furniture,,71,121
P0020,Furniture,Furniture,,123,139
P0001,Clothing,Clothing,,0,163
P0002,Groceries,Groceries,,69,127
P0003,Clothing,Clothing,,80,49
P0004,Furniture,Furniture,,33,135
P0005,Clothing,Clothing,,30,24
P0006,Electronics,Electronics,,58,138
P0007,Clothing,Clothing,,287,52
P0008,Clothing,Clothing,,212,110
P0009,Clothing,Clothing,,150,185
P0010,Electronics,Electronics,,290,51
P0011,Electronics,Electronics,,402,88
P0012,Clothing,Clothing,,14,200
P0013,Electronics,Electronics,,183,89
P0014,Clothing,Clothing,,239,39
P0015,Toys,Toys,,319,94
P0016,Clothing,Clothing,,259,137
P0017,Electronics,Electronics,,243,121
P0018,Electronics,Electronics,,162,56
P0019,Toys,Toys,,308,197
P0020,Clothing,Clothing,,55,125
P0001,Clothing,Clothing,,77,150
P0002,Toys,Toys,,119,106
P0003,Clothing,Clothing,,47,97
P0004,Furniture,Furniture,,67,198
P0005,Toys,Toys,,91,81
P0006,Groceries,Groceries,,357,118
P0007,Furniture,Furniture,,85,35
P0008,Toys,Toys,,53,130
P0009,Electronics,Electronics,,86,124
P0010,Furniture,Furniture,,319,190
P0011,Groceries,Groceries,,230,133
P0012,Furniture,Furniture,,6,141
P0013,Electronics,Electronics,,162,186
P0014,Electronics,Electronics,,63,166
P0015,Clothing,Clothing,,304,193
P0016,Clothing,Clothing,,139,132
P0017,Electronics,Electronics,,24,141
P0018,Electronics,Electronics,,65,113
P0019,Toys,Toys,,188,96
P0020,Groceries,Groceries,,228,134
P0001,Electronics,Electronics,,0,68
P0002,Groceries,Groceries,,68,22
P0003,Furniture,Furniture,,96,23
P0004,Clothing,Clothing,,124,81
P0005,Groceries,Groceries,,173,52
P0006,Clothing,Clothing,,27,107
P0007,Furniture,Furniture,,35,157
P0008,Electronics,Electronics,,171,127
P0009,Toys,Toys,,163,182
P0010,Furniture,Furniture,,140,20
P0011,Groceries,Groceries,,121,165
P0012,Clothing,Clothing,,214,137
P0013,Groceries,Groceries,,205,172
P0014,Groceries,Groceries,,69,92
P0015,Electronics,Electronics,,0,142
P0016,Furniture,Furniture,,204,192
P0017,Furniture,Furniture,,19,96
P0018,Groceries,Groceries,,122,46
P0019,Toys,Toys,,6,29
P0020,Clothing,Clothing,,8,123
P0001,Toys,Toys,,27,33
P0002,Groceries,Groceries,,18,162
P0003,Furniture,Furniture,,169,51
P0004,Groceries,Groceries,,70,194
P0005,Electronics,Electronics,,133,161
P0006,Electronics,Electronics,,98,180
P0007,Toys,Toys,,90,145
P0008,Toys,Toys,,172,178
P0009,Furniture,Furniture,,1,105
P0010,Furniture,Furniture,,55,86
P0011,Clothing,Clothing,,167,174
P0012,Furniture,Furniture,,300,111
P0013,Electronics,Electronics,,239,33
P0014,Electronics,Electronics,,115,91
P0015,Groceries,Groceries,,90,153
P0016,Furniture,Furniture,,13,189
P0017,Toys,Toys,,271,173
P0018,Electronics,Electronics,,2,60
P0019,Electronics,Electronics,,26,198
P0020,Toys,Toys,,11,159
P0001,Toys,Toys,,11,28
P0002,Groceries,Groceries,,27,143
P0003,Furniture,Furniture,,18,183
P0004,Electronics,Electronics,,63,106
P0005,Clothing,Clothing,,27,190
P0006,Toys,Toys,,4,172
P0007,Clothing,Clothing,,86,125
P0008,Furniture,Furniture,,52,108
P0009,Furniture,Furniture,,124,111
P0010,Furniture,Furniture,,394,75
P0011,Toys,Toys,,159,51
P0012,Clothing,Clothing,,361,127
P0013,Furniture,Furniture,,51,150
P0014,Furniture,Furniture,,303,93
P0015,Clothing,Clothing,,34,58
P0016,Toys,Toys,,53,20
P0017,Furniture,Furniture,,152,193
P0018,Furniture,Furniture,,41,41
P0019,Groceries,Groceries,,139,51
P0020,Furniture,Furniture,,152,153
P0001,Furniture,Furniture,,309,60
P0002,Clothing,Clothing,,63,74
P0003,Electronics,Electronics,,177,138
P0004,Toys,Toys,,43,90
P0005,Electronics,Electronics,,323,35
P0006,Electronics,Electronics,,82,59
P0007,Toys,Toys,,111,123
P0008,Toys,Toys,,51,73
P0009,Furniture,Furniture,,187,95
P0010,Clothing,Clothing,,17,178
P0011,Clothing,Clothing,,342,188
P0012,Toys,Toys,,40,166
P0013,Electronics,Electronics,,111,158
P0014,Toys,Toys,,299,160
P0015,Groceries,Groceries,,16,26
P0016,Electronics,Electronics,,86,38
P0017,Toys,Toys,,226,87
P0018,Toys,Toys,,25,91
P0019,Clothing,Clothing,,57,141
P0020,Furniture,Furniture,,46,45
P0001,Furniture,Furniture,,467,84
P0002,Electronics,Electronics,,102,172
P0003,Groceries,Groceries,,408,28
P0004,Toys,Toys,,66,185
P0005,Groceries,Groceries,,55,52
P0006,Groceries,Groceries,,5,97
P0007,Electronics,Electronics,,358,155
P0008,Electronics,Electronics,,170,127
P0009,Groceries,Groceries,,266,107
P0010,Clothing,Clothing,,139,116
P0011,Toys,Toys,,52,46
P0012,Toys,Toys,,30,105
P0013,Electronics,Electronics,,133,45
P0014,Furniture,Furniture,,419,98
P0015,Toys,Toys,,20,44
P0016,Toys,Toys,,56,84
P0017,Clothing,Clothing,,168,66
P0018,Groceries,Groceries,,84,27
P0019,Electronics,Electronics,,96,33
P0020,Furniture,Furniture,,36,138
P0001,Clothing,Clothing,,221,73
P0002,Toys,Toys,,2,162
P0003,Clothing,Clothing,,391,170
P0004,Clothing,Clothing,,5,195
P0005,Electronics,Electronics,,79,36
P0006,Electronics,Electronics,,81,28
P0007,Electronics,Electronics,,58,58
P0008,Groceries,Groceries,,152,172
P0009,Toys,Toys,,156,144
P0010,Electronics,Electronics,,169,95
P0011,Clothing,Clothing,,41,55
P0012,Electronics,Electronics,,177,104
P0013,Clothing,Clothing,,50,148
P0014,Furniture,Furniture,,248,30
P0015,Groceries,Groceries,,28,143
P0016,Clothing,Clothing,,31,120
P0017,Clothing,Clothing,,180,123
P0018,Clothing,Clothing,,159,193
P0019,Furniture,Furniture,,20,167
P0020,Clothing,Clothing,,280,126
P0001,Clothing,Clothing,,131,57
P0002,Electronics,Electronics,,172,163
P0003,Toys,Toys,,366,76
P0004,Electronics,Electronics,,43,173
P0005,Groceries,Groceries,,11,147
P0006,Groceries,Groceries,,26,109
P0007,Groceries,Groceries,,46,155
P0008,Electronics,Electronics,,231,103
P0009,Electronics,Electronics,,88,161
P0010,Toys,Toys,,247,180
P0011,Clothing,Clothing,,123,78
P0012,Electronics,Electronics,,69,112
P0013,Furniture,Furniture,,223,72
P0014,Groceries,Groceries,,36,46
P0015,Electronics,Electronics,,321,171
P0016,Toys,Toys,,41,37
P0017,Electronics,Electronics,,35,111
P0018,Groceries,Groceries,,162,65
P0019,Groceries,Groceries,,368,197
P0020,Groceries,Groceries,,238,67
P0001,Groceries,Groceries,,87,192
P0002,Furniture,Furniture,,47,95
P0003,Toys,Toys,,24,64
P0004,Clothing,Clothing,,110,160
P0005,Electronics,Electronics,,232,53
P0006,Groceries,Groceries,,48,111
P0007,Electronics,Electronics,,2,174
P0008,Electronics,Electronics,,424,38
P0009,Toys,Toys,,98,79
P0010,Electronics,Electronics,,52,105
P0011,Toys,Toys,,294,108
P0012,Electronics,Electronics,,14,25
P0013,Toys,Toys,,189,128
P0014,Clothing,Clothing,,225,53
P0015,Electronics,Electronics,,31,164
P0016,Clothing,Clothing,,73,68
P0017,Electronics,Electronics,,88,109
P0018,Electronics,Electronics,,248,191
P0019,Toys,Toys,,9,78
P0020,Electronics,Electronics,,73,103
P0001,Furniture,Furniture,,64,131
P0002,Clothing,Clothing,,147,109
P0003,Furniture,Furniture,,3,122
P0004,Clothing,Clothing,,92,77
P0005,Electronics,Electronics,,30,171
P0006,Furniture,Furniture,,99,108
P0007,Furniture,Furniture,,165,151
P0008,Clothing,Clothing,,69,112
P0009,Clothing,Clothing,,214,28
P0010,Electronics,Electronics,,216,128
P0011,Electronics,Electronics,,198,178
P0012,Toys,Toys,,127,22
P0013,Groceries,Groceries,,175,76
P0014,Electronics,Electronics,,159,158
P0015,Toys,Toys,,127,73
P0016,Clothing,Clothing,,3,131
P0017,Furniture,Furniture,,32,67
P0018,Furniture,Furniture,,361,112
P0019,Furniture,Furniture,,275,59
P0020,Furniture,Furniture,,40,34
P0001,Furniture,Furniture,,79,139
P0002,Electronics,Electronics,,173,174
P0003,Clothing,Clothing,,99,150
P0004,Clothing,Clothing,,155,48
P0005,Toys,Toys,,40,30
P0006,Furniture,Furniture,,156,195
P0007,Electronics,Electronics,,18,88
P0008,Clothing,Clothing,,89,76
P0009,Toys,Toys,,292,105
P0010,Furniture,Furniture,,38,196
P0011,Electronics,Electronics,,83,105
P0012,Furniture,Furniture,,114,181
P0013,Toys,Toys,,83,97
P0014,Electronics,Electronics,,135,139
P0015,Furniture,Furniture,,99,116
P0016,Furniture,Furniture,,35,189
P0017,Groceries,Groceries,,151,179
P0018,Furniture,Furniture,,0,31
P0019,Clothing,Clothing,,71,132
P0020,Toys,Toys,,165,179
P0001,Furniture,Furniture,,183,109
P0002,Groceries,Groceries,,258,59
P0003,Groceries,Groceries,,35,82
P0004,Toys,Toys,,309,142
P0005,Toys,Toys,,12,56
P0006,Furniture,Furniture,,209,33
P0007,Furniture,Furniture,,11,175
P0008,Toys,Toys,,263,150
P0009,Groceries,Groceries,,257,42
P0010,Electronics,Electronics,,67,177
P0011,Clothing,Clothing,,31,33
P0012,Toys,Toys,,46,194
P0013,Groceries,Groceries,,136,92
P0014,Electronics,Electronics,,131,65
P0015,Furniture,Furniture,,31,77
P0016,Toys,Toys,,305,97
P0017,Groceries,Groceries,,149,49
P0018,Electronics,Electronics,,12,121
P0019,Clothing,Clothing,,43,157
P0020,Electronics,Electronics,,108,54
P0001,Groceries,Groceries,,10,103
P0002,Toys,Toys,,153,48
P0003,Toys,Toys,,123,119
P0004,Toys,Toys,,38,93
P0005,Groceries,Groceries,,212,37
P0006,Groceries,Groceries,,2,106
P0007,Electronics,Electronics,,50,52
P0008,Furniture,Furniture,,106,84
P0009,Furniture,Furniture,,191,140
P0010,Electronics,Electronics,,216,188
P0011,Electronics,Electronics,,107,42
P0012,Toys,Toys,,72,35
P0013,Clothing,Clothing,,213,45
P0014,Clothing,Clothing,,67,53
P0015,Clothing,Clothing,,194,55
P0016,Electronics,Electronics,,65,36
P0017,Furniture,Furniture,,205,136
P0018,Groceries,Groceries,,285,172
P0019,Groceries,Groceries,,94,200
P0020,Groceries,Groceries,,119,65
P0001,Furniture,Furniture,,24,53
P0002,Clothing,Clothing,,251,45
P0003,Groceries,Groceries,,49,152
P0004,Furniture,Furniture,,4,82
P0005,Furniture,Furniture,,15,55
P0006,Electronics,Electronics,,48,49
P0007,Electronics,Electronics,,232,188
P0008,Electronics,Electronics,,295,146
P0009,Electronics,Electronics,,10,198
P0010,Clothing,Clothing,,71,184
P0011,Furniture,Furniture,,208,119
P0012,Furniture,Furniture,,231,83
P0013,Toys,Toys,,422,200
P0014,Clothing,Clothing,,31,44
P0015,Groceries,Groceries,,63,51
P0016,Toys,Toys,,157,197
P0017,Clothing,Clothing,,170,104
P0018,Electronics,Electronics,,64,83
P0019,Clothing,Clothing,,1,117
P0020,Electronics,Electronics,,257,133
P0001,Furniture,Furniture,,90,186
P0002,Toys,Toys,,159,140
P0003,Furniture,Furniture,,263,195
P0004,Toys,Toys,,433,26
P0005,Groceries,Groceries,,65,94
P0006,Clothing,Clothing,,338,158
P0007,Toys,Toys,,43,44
P0008,Groceries,Groceries,,229,123
P0009,Furniture,Furniture,,232,34
P0010,Electronics,Electronics,,174,166
P0011,Furniture,Furniture,,186,50
P0012,Clothing,Clothing,,176,141
P0013,Toys,Toys,,141,91
P0014,Electronics,Electronics,,66,36
P0015,Groceries,Groceries,,191,50
P0016,Groceries,Groceries,,47,22
P0017,Toys,Toys,,74,160
P0018,Toys,Toys,,34,143
P0019,Electronics,Electronics,,19,89
P0020,Furniture,Furniture,,75,117
P0001,Toys,Toys,,201,169
P0002,Groceries,Groceries,,336,129
P0003,Clothing,Clothing,,102,148
P0004,Electronics,Electronics,,48,50
P0005,Electronics,Electronics,,39,103
P0006,Clothing,Clothing,,30,29
P0007,Furniture,Furniture,,336,160
P0008,Electronics,Electronics,,131,174
P0009,Furniture,Furniture,,46,163
P0010,Furniture,Furniture,,15,148
P0011,Groceries,Groceries,,366,106
P0012,Furniture,Furniture,,288,200
P0013,Electronics,Electronics,,52,30
P0014,Clothing,Clothing,,191,162
P0015,Groceries,Groceries,,165,157
P0016,Furniture,Furniture,,106,158
P0017,Toys,Toys,,30,190
P0018,Toys,Toys,,0,113
P0019,Groceries,Groceries,,254,197
P0020,Toys,Toys,,10,117
P0001,Groceries,Groceries,,13,40
P0002,Clothing,Clothing,,4,167
P0003,Groceries,Groceries,,61,136
P0004,Electronics,Electronics,,47,41
P0005,Toys,Toys,,32,83
P0006,Clothing,Clothing,,350,126
P0007,Furniture,Furniture,,52,158
P0008,Groceries,Groceries,,97,200
P0009,Furniture,Furniture,,179,181
P0010,Furniture,Furniture,,39,81
P0011,Clothing,Clothing,,170,200
P0012,Toys,Toys,,164,164
P0013,Clothing,Clothing,,259,200
P0014,Toys,Toys,,99,60
P0015,Clothing,Clothing,,88,76
P0016,Electronics,Electronics,,94,78
P0017,Groceries,Groceries,,160,32
P0018,Clothing,Clothing,,82,95
P0019,Groceries,Groceries,,207,72
P0020,Toys,Toys,,55,172
P0001,Groceries,Groceries,,168,35
P0002,Clothing,Clothing,,41,65
P0003,Toys,Toys,,121,140
P0004,Groceries,Groceries,,277,83
P0005,Electronics,Electronics,,27,62
P0006,Groceries,Groceries,,166,106
P0007,Furniture,Furniture,,61,26
P0008,Furniture,Furniture,,9,86
P0009,Clothing,Clothing,,41,159
P0010,Groceries,Groceries,,13,137
P0011,Furniture,Furniture,,102,95
P0012,Furniture,Furniture,,31,98
P0013,Groceries,Groceries,,78,77
